Brand;Year;Model;Used or New;Transmission;Cylinder.Enginer;Cylinder.Engine2;Liters.Engine;Liters.Engine2;Engine2;Drive Type;Fuel Type;Kilometres;Location;Country;Body Type;Doors;Doors2;Seats;Seats2;Price
Hyundai;2018;I30;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;45512;Arncliffe, NSW;Asia;Hatchback;4; 4 Doors;5; 5 Seats;22990
Suzuki;2018;Swift;USED;Automatic;4;4 cyl;1.2;1.2 L;4 cyl, 1.2 L;Front;Unleaded;66964;Croydon, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;18990
Hyundai;2018;Elantra;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;51966;Port Macquarie, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;21990
Hyundai;2018;Tucson;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;88501;Berwick, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;26495
Lexus;2018;IS350;USED;Automatic;6;6 cyl;3.5;3.5 L;6 cyl, 3.5 L;Rear;Premium;75921;Penrith, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;46950
Hyundai;2018;I30;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;94193;Molendinar, QLD;Asia;Hatchback;4; 4 Doors;5; 5 Seats;23990
Kia;2018;Sportage;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Diesel;64378;Narellan, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;34990
Toyota;2018;RAV4;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;AWD;Unleaded;75113;Waitara, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;38888
Hyundai;2018;I30;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;82292;Moorebank, NSW;Asia;Hatchback;4; 4 Doors;5; 5 Seats;23990
Honda;2018;CR-V;USED;Automatic;4;4 cyl;1.5;1.5 L;4 cyl, 1.5 L;Front;Unleaded;51770;Lilydale, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;33999
Holden;2018;Captiva;USED;Automatic;4;4 cyl;2.2;2.2 L;4 cyl, 2.2 L;AWD;Diesel;183378;Elderslie, NSW;Oceania;SUV;4; 4 Doors;7; 7 Seats;16999
Kia;2018;Sorento;USED;Automatic;4;4 cyl;2.2;2.2 L;4 cyl, 2.2 L;AWD;Diesel;64720;Arncliffe, NSW;Asia;SUV;4; 4 Doors;7; 7 Seats;39990
Holden;2018;Acadia;USED;Automatic;6;6 cyl;3.6;3.6 L;6 cyl, 3.6 L;Front;Unleaded;147886;Arncliffe, NSW;Oceania;SUV;4; 4 Doors;7; 7 Seats;31990
Land;2018;Rover;USED;Automatic;8;8 cyl;5;5 L;8 cyl, 5 L;AWD;Premium;61635;Carlton, NSW;Europe;SUV;4; 4 Doors;5; 5 Seats;144888
Ford;2018;Ranger;USED;Automatic;4;4 cyl;2.2;2.2 L;4 cyl, 2.2 L;Rear;Diesel;53362;Granville, NSW;North America;Ute / Tray;4; 4 Doors;4; 4 Seats;33950
Suzuki;2018;Swift;USED;Automatic;4;4 cyl;1.2;1.2 L;4 cyl, 1.2 L;Front;Unleaded;95573;Liverpool, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;16887
Mazda;2018;3;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;53343;Five Dock, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;24990
Volkswagen;2018;Golf;USED;Automatic;4;4 cyl;1.4;1.4 L;4 cyl, 1.4 L;Front;Premium;101393;Kirrawee, NSW;Europe;Wagon;4; 4 Doors;5; 5 Seats;24315
Renault;2018;Koleos;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;4WD;Premium;104575;Blacktown, NSW;Europe;SUV;4; 4 Doors;5; 5 Seats;28990
Ford;2018;Mustang;USED;Automatic;8;8 cyl;5;5 L;8 cyl, 5 L;Rear;Premium;26634;Ryde, NSW;North America;Coupe;2; 2 Doors;4; 4 Seats;62990
Hyundai;2018;Tucson;USED;Automatic;4;4 cyl;1.6;1.6 L;4 cyl, 1.6 L;AWD;Unleaded;138172;Liverpool, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;28990
Kia;2018;RIO;USED;Automatic;3;3 cyl;1;1 L;3 cyl, 1 L;Front;Unleaded;90724;Five Dock, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;19999
Lexus;2018;RX350;USED;Automatic;6;6 cyl;3.5;3.5 L;6 cyl, 3.5 L;AWD;Premium;136480;Carlton, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;47888
Mitsubishi;2018;Eclipse;USED;Automatic;4;4 cyl;1.5;1.5 L;4 cyl, 1.5 L;Front;Unleaded;23363;Pennant Hills, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;29999
Mitsubishi;2018;ASX;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;68037;Brookvale, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;22999
Hyundai;2018;Tucson;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;75056;Liverpool, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;25776
Nissan;2018;Qashqai;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;51344;Roseville, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;30990
Volkswagen;2018;Transporter;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Diesel;173010;Penrith, NSW;Europe;Commercial;2; 2 Doors;2; 2 Seats;29987
Subaru;2018;Outback;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;AWD;Unleaded;87601;Blacktown, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;29888
Audi;2018;A3;USED;Automatic;4;4 cyl;1.4;1.4 L;4 cyl, 1.4 L;Front;Premium;65068;Rozelle, NSW;Europe;Hatchback;5; 5 Doors;5; 5 Seats;31800
Lexus;2018;RX450H;USED;Automatic;6;6 cyl;3.5;3.5 L;6 cyl, 3.5 L;AWD;Hybrid;125167;Carlton, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;63888
LDV;2018;G10;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Rear;Unleaded;103218;Minchinbury, NSW;Europe;Wagon;4; 4 Doors;7; 7 Seats;24800
Toyota;2018;Camry;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Front;Unleaded;102587;South Hurstville, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;26990
Toyota;2018;Corolla;USED;Automatic;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Hybrid;67878;Warwick Farm, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;31995
Toyota;2018;RAV4;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;AWD;Unleaded;54276;Narellan, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;34990
Honda;2018;CR-V;USED;Automatic;4;4 cyl;1.5;1.5 L;4 cyl, 1.5 L;AWD;Unleaded;91244;Mornington, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;33990
Toyota;2018;RAV4;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;134158;Pendle Hill, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;24950
Volvo;2018;XC60;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Premium;73048;Brookvale, NSW;Europe;SUV;4; 4 Doors;5; 5 Seats;43990
Hyundai;2018;Kona;USED;Automatic;4;4 cyl;1.6;1.6 L;4 cyl, 1.6 L;AWD;Unleaded;76436;Arncliffe, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;28990
Ram;2018;1500;USED;Automatic;8;8 cyl;5.7;5.7 L;8 cyl, 5.7 L;4WD;Unleaded;91411;Kirrawee, NSW;North America;Commercial;4; 4 Doors;5; 5 Seats;88800
Kia;2018;Picanto;USED;Automatic;4;4 cyl;1.2;1.2 L;4 cyl, 1.2 L;Front;Unleaded;77871;Minchinbury, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;19880
Hyundai;2018;Santa;USED;Automatic;6;6 cyl;3.3;3.3 L;6 cyl, 3.3 L;Front;Unleaded;103102;Sutherland, NSW;Asia;SUV;4; 4 Doors;7; 7 Seats;27999
Hyundai;2018;I30;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;34001;Revesby, NSW;Asia;Hatchback;4; 4 Doors;5; 5 Seats;23990
Mercedes-Benz;2018;C300;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Rear;Premium;66409;Rozelle, NSW;Europe;Wagon;4; 4 Doors;4; 4 Seats;49800
Mercedes-Benz;2018;C43;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;AWD;Premium;49254;Warwick Farm, NSW;Europe;Coupe;2; 2 Doors;4; 4 Seats;85880
Hyundai;2018;Sonata;USED;Automatic;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;Front;Unleaded;85437;Seven Hills, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;21990
Mercedes-Benz;2018;A250;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Unleaded;75640;Liverpool, NSW;Europe;Hatchback;5; 5 Doors;5; 5 Seats;39990
Subaru;2018;Outback;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;AWD;Unleaded;136562;Granville, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;27950
Holden;2018;Colorado;USED;Automatic;4;4 cyl;2.8;2.8 L;4 cyl, 2.8 L;4WD;Diesel;81645;Liverpool, NSW;Oceania;Ute / Tray;4; 4 Doors;5; 5 Seats;37888
Audi;2018;Q3;USED;Automatic;4;4 cyl;1.4;1.4 L;4 cyl, 1.4 L;Front;Premium;51350;Artarmon, NSW;Europe;SUV;4; 4 Doors;5; 5 Seats;39990
Audi;2018;Q7;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;AWD;Diesel;102671;Kirrawee, NSW;Europe;SUV;4; 4 Doors;7; 7 Seats;44900
LDV;2018;G10;USED;Automatic;4;4 cyl;1.9;1.9 L;4 cyl, 1.9 L;Rear;Diesel;134033;Camden, NSW;Europe;Commercial;4; 4 Doors;2; 2 Seats;21995
Mitsubishi;2018;Triton;USED;Automatic;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;4WD;Diesel;200513;Campbelltown, NSW;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;23990
Holden;2018;Commodore;USED;Automatic;6;6 cyl;3.6;3.6 L;6 cyl, 3.6 L;AWD;Unleaded;128056;Camden, NSW;Oceania;Hatchback;5; 5 Doors;5; 5 Seats;21995
Ford;2018;Everest;USED;Automatic;5;5 cyl;3.2;3.2 L;5 cyl, 3.2 L;Rear;Diesel;115150;Enfield, SA;North America;SUV;4; 4 Doors;5; 5 Seats;34990
Mazda;2018;BT-50;USED;Automatic;5;5 cyl;3.2;3.2 L;5 cyl, 3.2 L;Rear;Diesel;85687;Enfield, SA;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;33990
Mazda;2018;3;USED;Manual;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;26001;Ryde, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;24990
Toyota;2018;Hilux;USED;Automatic;4;4 cyl;2.7;2.7 L;4 cyl, 2.7 L;Rear;Unleaded;120969;Granville, NSW;Asia;Ute / Tray;2; 2 Doors;2; 2 Seats;23999
Mercedes-Benz;2018;CLA45;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Premium;52045;Liverpool, NSW;Europe;Sedan;4; 4 Doors;5; 5 Seats;64788
Holden;2018;Commodore;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Diesel;179430;Enfield, SA;Oceania;Wagon;4; 4 Doors;5; 5 Seats;16990
Toyota;2018;Corolla;USED;Automatic;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Unleaded;65490;Croydon, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;23990
Hyundai;2018;Iload;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Rear;Diesel;89185;Minchinbury, NSW;Asia;Commercial;4; 4 Doors;3; 3 Seats;32800
Toyota;2018;Camry;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Front;Hybrid;94595;Seven Hills, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;34990
Lexus;2018;RX450HL;USED;Automatic;6;6 cyl;3.5;3.5 L;6 cyl, 3.5 L;AWD;Hybrid;105240;Burwood, NSW;Asia;SUV;4; 4 Doors;7; 7 Seats;68800
Kia;2018;Sorento;USED;Automatic;6;6 cyl;3.5;3.5 L;6 cyl, 3.5 L;Front;Unleaded;110565;Enfield, SA;Asia;SUV;4; 4 Doors;7; 7 Seats;31990
Nissan;2018;Qashqai;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;106354;Penrith, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;23950
Nissan;2018;Qashqai;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;36067;Ryde, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;29990
Toyota;2018;Hilux;USED;Automatic;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;4WD;Diesel;148620;Enfield, SA;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;37980
Hyundai;2018;Santa;USED;Automatic;4;4 cyl;2.2;2.2 L;4 cyl, 2.2 L;AWD;Diesel;59202;North Narrabeen, NSW;Asia;SUV;4; 4 Doors;7; 7 Seats;42750
Kia;2018;Cerato;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;38492;Arncliffe, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;21990
Toyota;2018;Hilux;USED;Automatic;4;4 cyl;2.8;2.8 L;4 cyl, 2.8 L;4WD;Diesel;210705;Lidcombe, NSW;Asia;Ute / Tray;2; 2 Doors;2; 2 Seats;39999
Peugeot;2018;308;USED;Automatic;3;3 cyl;1.2;1.2 L;3 cyl, 1.2 L;Front;Premium;41267;Warwick Farm, NSW;Europe;Hatchback;5; 5 Doors;5; 5 Seats;20300
Toyota;2018;Corolla;USED;Automatic;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Hybrid;60248;South Hurstville, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;27990
Toyota;2018;Corolla;USED;Automatic;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Hybrid;76255;Seven Hills, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;27990
Hyundai;2018;Sonata;USED;Automatic;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;Front;Unleaded;148760;Minchinbury, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;19995
Jeep;2018;Grand;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;4WD;Diesel;160768;Minchinbury, NSW;North America;SUV;4; 4 Doors;5; 5 Seats;31995
Land;2018;Rover;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Diesel;34980;Smeaton Grange, NSW;Europe;SUV;5; 5 Doors;5; 5 Seats;53888
BMW;2018;X3;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;4WD;Premium;110536;Rozelle, NSW;Europe;SUV;4; 4 Doors;5; 5 Seats;54800
Mitsubishi;2018;ASX;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;119205;Melrose Park, SA;Asia;SUV;4; 4 Doors;5; 5 Seats;23990
Hyundai;2018;Sonata;USED;Automatic;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;Front;Unleaded;107966;Alexandria, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;19990
Toyota;2018;Kluger;USED;Automatic;6;6 cyl;3.5;3.5 L;6 cyl, 3.5 L;Front;Unleaded;94695;Granville, NSW;Asia;SUV;4; 4 Doors;7; 7 Seats;37990
Mitsubishi;2018;ASX;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;36861;Morphett Vale, SA;Asia;SUV;4; 4 Doors;5; 5 Seats;25990
Mazda;2018;3;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;75857;Minchinbury, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;24995
Toyota;2018;Hilux;USED;Automatic;4;4 cyl;2.8;2.8 L;4 cyl, 2.8 L;4WD;Diesel;123010;Bassendean, WA;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;40990
Lexus;2018;ES350;USED;Automatic;6;6 cyl;3.5;3.5 L;6 cyl, 3.5 L;Front;Premium;46586;Waterloo, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;52900
BMW;2018;430I;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Rear;Premium;127495;Osborne Park, WA;Europe;Hatchback;4; 4 Doors;5; 5 Seats;45900
Nissan;2018;Qashqai;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;37952;Alexandria, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;31990
Volkswagen;2018;Polo;USED;Automatic;3;3 cyl;1;1 L;3 cyl, 1 L;Front;Premium;18531;Zetland, NSW;Europe;Hatchback;5; 5 Doors;5; 5 Seats;21880
Mazda;2018;BT-50;USED;Manual;5;5 cyl;3.2;3.2 L;5 cyl, 3.2 L;Rear;Diesel;174788;Pendle Hill, NSW;Asia;Ute / Tray;2; 2 Doors;3; 3 Seats;21950
Subaru;2018;Outback;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Diesel;90256;West Ryde, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;29690
Suzuki;2018;Ignis;USED;Automatic;4;4 cyl;1.2;1.2 L;4 cyl, 1.2 L;Front;Premium;16347;Chatswood, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;19880
Toyota;2018;Hilux;USED;Automatic;4;4 cyl;2.8;2.8 L;4 cyl, 2.8 L;4WD;Diesel;89567;Bassendean, WA;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;46290
Lexus;2018;NX300;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Premium;68955;Dudley Park, WA;Asia;SUV;4; 4 Doors;5; 5 Seats;47900
Mazda;2018;CX-5;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;36313;North Narrabeen, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;31990
Toyota;2018;Kluger;USED;Automatic;6;6 cyl;3.5;3.5 L;6 cyl, 3.5 L;Front;Unleaded;84326;Castle Hill, NSW;Asia;SUV;4; 4 Doors;7; 7 Seats;46990
Kia;2018;Sportage;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;91851;Welshpool, WA;Asia;SUV;4; 4 Doors;5; 5 Seats;23800
Volkswagen;2018;Golf;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Premium;86237;Blacktown, NSW;Europe;Hatchback;5; 5 Doors;5; 5 Seats;44280
Land;2018;Rover;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Diesel;63725;Dudley Park, WA;Europe;SUV;4; 4 Doors;5; 5 Seats;41900
Toyota;2018;Hilux;USED;Automatic;4;4 cyl;2.8;2.8 L;4 cyl, 2.8 L;4WD;Diesel;140937;Bunbury, WA;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;39990
Kia;2018;Cerato;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;65374;Arncliffe, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;26990
Subaru;2018;Impreza;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Unleaded;72584;Granville, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;22950
Nissan;2018;X-Trail;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;4WD;Unleaded;129596;Brookvale, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;25980
Kia;2018;Cerato;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;74263;Moorebank, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;18990
Hyundai;2018;I30;USED;Automatic;4;4 cyl;1.6;1.6 L;4 cyl, 1.6 L;Front;Diesel;18611;Liverpool, NSW;Asia;Hatchback;4; 4 Doors;5; 5 Seats;27888
Toyota;2018;Hilux;USED;Automatic;4;4 cyl;2.8;2.8 L;4 cyl, 2.8 L;4WD;Diesel;86315;Bassendean, WA;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;43990
Nissan;2018;Navara;USED;Automatic;4;4 cyl;2.3;2.3 L;4 cyl, 2.3 L;4WD;Diesel;180498;Castle Hill, NSW;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;33990
Hyundai;2018;Iload;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Rear;Diesel;119544;Fairfield East, NSW;Asia;Commercial;4; 4 Doors;3; 3 Seats;32980
Mercedes-Benz;2018;C300;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Rear;Premium;25269;Rozelle, NSW;Europe;Wagon;4; 4 Doors;4; 4 Seats;52800
Mitsubishi;2018;Triton;USED;Manual;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;4WD;Diesel;192200;Campbelltown, NSW;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;27990
Ford;2018;Ranger;USED;Automatic;4;4 cyl;2.2;2.2 L;4 cyl, 2.2 L;Rear;Diesel;157298;Bankstown, NSW;North America;Ute / Tray;4; 4 Doors;5; 5 Seats;25990
Audi;2018;RS4;USED;Automatic;6;6 cyl;2.9;2.9 L;6 cyl, 2.9 L;AWD;Premium;35615;Chatswood, NSW;Europe;Wagon;4; 4 Doors;5; 5 Seats;104800
Audi;2018;Q5;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Diesel;70572;Zetland, NSW;Europe;SUV;4; 4 Doors;5; 5 Seats;45880
Holden;2018;Calais;USED;Automatic;6;6 cyl;3.6;3.6 L;6 cyl, 3.6 L;AWD;Premium;25567;Greenacre, NSW;Oceania;Wagon;4; 4 Doors;5; 5 Seats;33990
Hyundai;2018;Sonata;USED;Automatic;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;Front;Unleaded;86028;Pendle Hill, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;21950
Mazda;2018;BT-50;USED;Automatic;5;5 cyl;3.2;3.2 L;5 cyl, 3.2 L;4WD;Diesel;36941;Windsor, NSW;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;48990
Hyundai;2018;I30;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;12804;Revesby, NSW;Asia;Hatchback;4; 4 Doors;5; 5 Seats;25990
Toyota;2018;Kluger;USED;Automatic;6;6 cyl;3.5;3.5 L;6 cyl, 3.5 L;AWD;Unleaded;59872;Brookvale, NSW;Asia;SUV;4; 4 Doors;7; 7 Seats;49790
Ford;2018;Ranger;USED;Automatic;5;5 cyl;3.2;3.2 L;5 cyl, 3.2 L;Rear;Diesel;152807;Granville, NSW;North America;Ute / Tray;4; 4 Doors;5; 5 Seats;34950
Hyundai;2018;I30;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;64160;Brookvale, NSW;Asia;Hatchback;4; 4 Doors;5; 5 Seats;22990
Hyundai;2018;I30;USED;Manual;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Premium;39008;Minchinbury, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;38995
Mercedes-Benz;2018;C300;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Rear;Premium;9644;Alexandria, NSW;Europe;Sedan;4; 4 Doors;4; 4 Seats;54990
Mazda;2018;CX-9;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;AWD;Unleaded;98374;Richmond, NSW;Asia;SUV;4; 4 Doors;7; 7 Seats;39950
Peugeot;2018;3008;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Diesel;86490;Alexandria, NSW;Europe;SUV;4; 4 Doors;5; 5 Seats;29990
Hyundai;2018;I30;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;82117;Welshpool, WA;Asia;Hatchback;4; 4 Doors;5; 5 Seats;18950
Hyundai;2018;I40;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;89881;Homebush West, NSW;Asia;Wagon;4; 4 Doors;5; 5 Seats;19995
Volkswagen;2018;Tiguan;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Premium;49152;Artarmon, NSW;Europe;SUV;4; 4 Doors;7; 7 Seats;31990
Toyota;2018;Corolla;USED;Automatic;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Unleaded;56092;Brookvale, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;29888
Suzuki;2018;Vitara;USED;Automatic;4;4 cyl;1.4;1.4 L;4 cyl, 1.4 L;Front;Unleaded;75785;Alexandria, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;26990
Volkswagen;2018;Polo;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Premium;74369;Auburn, NSW;Europe;Hatchback;5; 5 Doors;5; 5 Seats;28990
Hyundai;2018;Sonata;USED;Automatic;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;Front;Unleaded;45454;Minchinbury, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;23995
Nissan;2018;Qashqai;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;102534;Wangara, WA;Asia;SUV;4; 4 Doors;5; 5 Seats;29990
Toyota;2018;Corolla;USED;Automatic;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Hybrid;22405;Castle Hill, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;34990
Subaru;2018;Outback;USED;Automatic;6;6 cyl;3.6;3.6 L;6 cyl, 3.6 L;AWD;Unleaded;104860;Homebush, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;31999
Ford;2018;Ranger;USED;Automatic;5;5 cyl;3.2;3.2 L;5 cyl, 3.2 L;4WD;Diesel;93400;Clarkson, WA;North America;Ute / Tray;4; 4 Doors;4; 4 Seats;44990
Audi;2018;SQ5;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;AWD;Premium;98169;Rozelle, NSW;Europe;SUV;4; 4 Doors;5; 5 Seats;61800
Volkswagen;2018;Tiguan;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Diesel;37388;Penrith, NSW;Europe;SUV;4; 4 Doors;7; 7 Seats;36987
Toyota;2018;RAV4;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;81804;Brookvale, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;31990
